,order_id,order_date,customer_id,city,province,product_id,brand,quantity,item_price,total_price
630,1613272,2019-02-01,17975,Depok,Jawa Barat,P0792,BRAND_C,12,747000,8964000
631,1613596,2019-02-01,16011,Yogyakarta,Yogyakarta,P3020,BRAND_R,4,590000,2360000
633,1613320,2019-02-01,16016,Yogyakarta,Yogyakarta,P1303,BRAND_F,1,520000,520000
635,1613317,2019-02-01,18043,Depok,Jawa Barat,P3026,BRAND_R,5,590000,2950000
638,1613320,2019-02-01,16016,Yogyakarta,Yogyakarta,P2764,BRAND_P,2,590000,1180000
639,1613380,2019-02-01,15032,Jakarta Selatan,DKI Jakarta,P1913,BRAND_J,100,590000,59000000
640,1613296,2019-02-01,14606,Jakarta Barat,DKI Jakarta,P0418,BRAND_B,4,310000,1240000
644,1613458,2019-02-01,15298,Jakarta Timur,DKI Jakarta,P1402,BRAND_F,6,695000,4170000
645,1613344,2019-02-01,17341,Jakarta Utara,DKI Jakarta,P1845,BRAND_I,1,1045000,1045000
646,1613077,2019-02-01,14796,Yogyakarta,Yogyakarta,P2443,BRAND_P,6,205000,1230000
647,1613317,2019-02-01,18043,Depok,Jawa Barat,P3588,BRAND_S,2,695000,1390000
649,1613386,2019-02-01,17213,Jakarta Pusat,DKI Jakarta,P3006,BRAND_R,6,1745000,10470000
651,1613428,2019-02-01,14217,Yogyakarta,Yogyakarta,P4203,BRAND_Z,1,5945000,5945000
652,1613596,2019-02-01,16011,Yogyakarta,Yogyakarta,P0686,BRAND_C,3,904000,2712000
655,1613083,2019-02-01,14901,Jakarta Pusat,DKI Jakarta,P1867,BRAND_J,12,520000,6240000
656,1613068,2019-02-01,15750,Depok,Jawa Barat,P2417,BRAND_P,24,113000,2712000
657,1613083,2019-02-01,14901,Jakarta Pusat,DKI Jakarta,P0306,BRAND_B,3,1150000,3450000
658,1613479,2019-02-01,15581,Jakarta Selatan,DKI Jakarta,P3592,BRAND_S,2,1745000,3490000
659,1613263,2019-02-01,16081,Jakarta Utara,DKI Jakarta,P3286,BRAND_S,1,1325000,1325000
660,1613014,2019-02-01,13267,Yogyakarta,Yogyakarta,P1214,BRAND_E,12,450000,5400000
661,1613377,2019-02-01,16385,Jakarta Utara,DKI Jakarta,P0260,BRAND_A,2,79000,158000
663,1613533,2019-02-01,17999,Bandung,Jawa Barat,P2900,BRAND_R,1,1045000,1045000
664,1613491,2019-02-01,13649,Jakarta Selatan,DKI Jakarta,P2086,BRAND_L,1,590000,590000
665,1613602,2019-02-01,16717,Surakarta,Jawa Tengah,P3132,BRAND_S,6,1745000,10470000
666,1613095,2019-02-01,13199,Malang,Jawa Timur,P2281,BRAND_M,384,264000,101376000
667,1613278,2019-02-01,13126,Depok,Jawa Barat,P3665,BRAND_S,2,2375000,4750000
668,1613383,2019-02-01,16713,Yogyakarta,Yogyakarta,P1866,BRAND_J,2,310000,620000
669,1613056,2019-02-01,18077,Jakarta Selatan,DKI Jakarta,P2115,BRAND_M,12,159000,1908000
671,1613551,2019-02-01,16722,Bekasi,Jawa Barat,P2924,BRAND_R,10,310000,3100000
672,1613056,2019-02-01,18077,Jakarta Selatan,DKI Jakarta,P3021,BRAND_R,5,590000,2950000
673,1613077,2019-02-01,14796,Yogyakarta,Yogyakarta,P0714,BRAND_C,6,534000,3204000
675,1613554,2019-02-01,13758,Jakarta Selatan,DKI Jakarta,P0300,BRAND_B,12,904000,10848000
676,1613071,2019-02-01,13983,Surakarta,Jawa Tengah,P4125,BRAND_W,25,159000,3975000
679,1613536,2019-02-01,17690,Jakarta Selatan,DKI Jakarta,P1780,BRAND_H,3,2095000,6285000
683,1613383,2019-02-01,16713,Yogyakarta,Yogyakarta,P1945,BRAND_K,2,1325000,2650000
684,1613077,2019-02-01,14796,Yogyakarta,Yogyakarta,P0898,BRAND_C,12,695000,8340000
685,1613263,2019-02-01,16081,Jakarta Utara,DKI Jakarta,P3547,BRAND_S,2,1325000,2650000
687,1613320,2019-02-01,16016,Yogyakarta,Yogyakarta,P2093,BRAND_L,1,590000,590000
689,1613593,2019-02-01,16700,Jakarta Utara,DKI Jakarta,P1511,BRAND_G,12,450000,5400000
692,1613077,2019-02-01,14796,Yogyakarta,Yogyakarta,P2128,BRAND_M,4,450000,1800000
694,1613578,2019-02-01,14030,Bekasi,Jawa Barat,P0752,BRAND_C,1,5945000,5945000
696,1613440,2019-02-01,18259,Malang,Jawa Timur,P1679,BRAND_H,24,747000,17928000
697,1613344,2019-02-01,17341,Jakarta Utara,DKI Jakarta,P0548,BRAND_B,4,450000,1800000
699,1613467,2019-02-01,13523,Bandung,Jawa Barat,P3391,BRAND_S,6,1045000,6270000
700,1613413,2019-02-01,12748,Jakarta Utara,DKI Jakarta,P2137,BRAND_M,12,1045000,12540000
701,1613023,2019-02-01,15628,Malang,Jawa Timur,P2812,BRAND_P,12,450000,5400000
704,1613041,2019-02-01,13599,Jakarta Selatan,DKI Jakarta,P3583,BRAND_S,24,159000,3816000
705,1613077,2019-02-01,14796,Yogyakarta,Yogyakarta,P2442,BRAND_P,2,205000,410000
706,1613533,2019-02-01,17999,Bandung,Jawa Barat,P3645,BRAND_S,1,590000,590000
708,1613326,2019-02-01,17722,Jakarta Selatan,DKI Jakarta,P2575,BRAND_P,12,520000,6240000
709,1613476,2019-02-01,15005,Jakarta Selatan,DKI Jakarta,P4075,BRAND_W,6,904000,5424000
710,1613524,2019-02-01,13848,Jakarta Timur,DKI Jakarta,P3503,BRAND_S,1000,124000,124000000
712,1613407,2019-02-01,13455,Yogyakarta,Yogyakarta,P0219,BRAND_A,8,1045000,8360000
713,1613320,2019-02-01,16016,Yogyakarta,Yogyakarta,P2251,BRAND_M,1,1045000,1045000
714,1613428,2019-02-01,14217,Yogyakarta,Yogyakarta,P3911,BRAND_V,3,2095000,6285000
715,1613041,2019-02-01,13599,Jakarta Selatan,DKI Jakarta,P0674,BRAND_C,12,159000,1908000
716,1613326,2019-02-01,17722,Jakarta Selatan,DKI Jakarta,P0263,BRAND_A,12,275000,3300000
717,1613419,2019-02-01,13113,Surakarta,Jawa Tengah,P3662,BRAND_S,10,450000,4500000
720,1613035,2019-02-01,16779,Jakarta Pusat,DKI Jakarta,P0708,BRAND_C,12,520000,6240000
724,1613041,2019-02-01,13599,Jakarta Selatan,DKI Jakarta,P0680,BRAND_C,12,159000,1908000
725,1613071,2019-02-01,13983,Surakarta,Jawa Tengah,P0414,BRAND_B,2,2987000,5974000
726,1613485,2019-02-01,15680,Jakarta Selatan,DKI Jakarta,P0241,BRAND_A,12,747000,8964000
727,1613077,2019-02-01,14796,Yogyakarta,Yogyakarta,P0709,BRAND_C,4,520000,2080000
729,1613587,2019-02-01,12971,Jakarta Pusat,DKI Jakarta,P0063,BRAND_A,8,1045000,8360000
730,1613551,2019-02-01,16722,Bekasi,Jawa Barat,P2754,BRAND_P,6,450000,2700000
731,1613101,2019-02-01,18229,Jakarta Selatan,DKI Jakarta,P0167,BRAND_A,8,1325000,10600000
733,1613458,2019-02-01,15298,Jakarta Timur,DKI Jakarta,P3011,BRAND_R,6,747000,4482000
734,1613266,2019-02-01,16525,Yogyakarta,Yogyakarta,P1551,BRAND_G,96,236000,22656000
738,1613263,2019-02-01,16081,Jakarta Utara,DKI Jakarta,P3279,BRAND_S,2,520000,1040000
739,1613440,2019-02-01,18259,Malang,Jawa Timur,P1678,BRAND_H,24,747000,17928000
742,1613485,2019-02-01,15680,Jakarta Selatan,DKI Jakarta,P3132,BRAND_S,3,1745000,5235000
745,1613419,2019-02-01,13113,Surakarta,Jawa Tengah,P2968,BRAND_R,16,3844000,61504000
746,1613476,2019-02-01,15005,Jakarta Selatan,DKI Jakarta,P3279,BRAND_S,3,520000,1560000
747,1613023,2019-02-01,15628,Malang,Jawa Timur,P4009,BRAND_W,6,1045000,6270000
749,1613401,2019-02-01,12748,Jakarta Utara,DKI Jakarta,P1393,BRAND_F,12,145000,1740000
750,1613476,2019-02-01,15005,Jakarta Selatan,DKI Jakarta,P3662,BRAND_S,4,450000,1800000
751,1613446,2019-02-01,17676,Jakarta Pusat,DKI Jakarta,P0757,BRAND_C,8,695000,5560000
752,1613101,2019-02-01,18229,Jakarta Selatan,DKI Jakarta,P3253,BRAND_S,12,1640000,19680000
753,1613014,2019-02-01,13267,Yogyakarta,Yogyakarta,P3588,BRAND_S,12,695000,8340000
754,1613050,2019-02-01,12921,Bogor,Jawa Barat,P2590,BRAND_P,8,310000,2480000
755,1613077,2019-02-01,14796,Yogyakarta,Yogyakarta,P0304,BRAND_B,1,904000,904000
756,1613068,2019-02-01,15750,Depok,Jawa Barat,P4071,BRAND_W,6,1045000,6270000
757,1613215,2019-02-01,17706,Jakarta Utara,DKI Jakarta,P1913,BRAND_J,10,695000,6950000
758,1613320,2019-02-01,16016,Yogyakarta,Yogyakarta,P2103,BRAND_L,1,590000,590000
760,1613479,2019-02-01,15581,Jakarta Selatan,DKI Jakarta,P3547,BRAND_S,2,1325000,2650000
762,1613596,2019-02-01,16011,Yogyakarta,Yogyakarta,P3884,BRAND_V,6,904000,5424000
763,1613380,2019-02-01,15032,Jakarta Selatan,DKI Jakarta,P1907,BRAND_J,100,590000,59000000
765,1613068,2019-02-01,15750,Depok,Jawa Barat,P0288,BRAND_A,16,604000,9664000
767,1613521,2019-02-01,13531,Jakarta Barat,DKI Jakarta,P1907,BRAND_J,10,695000,6950000
768,1613344,2019-02-01,17341,Jakarta Utara,DKI Jakarta,P2303,BRAND_N,1,590000,590000
769,1613041,2019-02-01,13599,Jakarta Selatan,DKI Jakarta,P3743,BRAND_T,5,747000,3735000
770,1613407,2019-02-01,13455,Yogyakarta,Yogyakarta,P2922,BRAND_R,3,1745000,5235000
771,1613476,2019-02-01,15005,Jakarta Selatan,DKI Jakarta,P3531,BRAND_S,13,310000,4030000
772,1613380,2019-02-01,15032,Jakarta Selatan,DKI Jakarta,P2097,BRAND_L,3,590000,1770000
774,1613317,2019-02-01,18043,Depok,Jawa Barat,P3019,BRAND_R,2,345000,690000
776,1613293,2019-02-01,16893,Jakarta Utara,DKI Jakarta,P0818,BRAND_C,1,310000,310000
777,1613596,2019-02-01,16011,Yogyakarta,Yogyakarta,P0158,BRAND_A,12,240000,2880000
780,1613485,2019-02-01,15680,Jakarta Selatan,DKI Jakarta,P2084,BRAND_L,12,310000,3720000
781,1613122,2019-02-01,14032,Yogyakarta,Yogyakarta,P1659,BRAND_G,8,747000,5976000
783,1613383,2019-02-01,16713,Yogyakarta,Yogyakarta,P0449,BRAND_B,1,1325000,1325000
787,1613521,2019-02-01,13531,Jakarta Barat,DKI Jakarta,P2923,BRAND_R,2,3844000,7688000
788,1613539,2019-02-01,15347,Jakarta Pusat,DKI Jakarta,P2492,BRAND_P,6,1045000,6270000
790,1613023,2019-02-01,15628,Malang,Jawa Timur,P2924,BRAND_R,10,310000,3100000
791,1613407,2019-02-01,13455,Yogyakarta,Yogyakarta,P4071,BRAND_W,12,1045000,12540000
792,1613326,2019-02-01,17722,Jakarta Selatan,DKI Jakarta,P3783,BRAND_T,12,904000,10848000
793,1613017,2019-02-01,13050,Jakarta Timur,DKI Jakarta,P1277,BRAND_F,2,3494000,6988000
795,1613266,2019-02-01,16525,Yogyakarta,Yogyakarta,P1797,BRAND_H,12,747000,8964000
796,1613467,2019-02-01,13523,Bandung,Jawa Barat,P1600,BRAND_G,6,1325000,7950000
797,1613341,2019-02-01,17324,Jakarta Pusat,DKI Jakarta,P2539,BRAND_P,6,310000,1860000
798,1613380,2019-02-01,15032,Jakarta Selatan,DKI Jakarta,P2094,BRAND_L,2,590000,1180000
799,1613530,2019-02-01,15713,Bekasi,Jawa Barat,P4009,BRAND_W,12,1045000,12540000
800,1613596,2019-02-01,16011,Yogyakarta,Yogyakarta,P0544,BRAND_B,6,450000,2700000
801,1613566,2019-02-01,15996,Malang,Jawa Timur,P1491,BRAND_G,2,1500000,3000000
803,1613320,2019-02-01,16016,Yogyakarta,Yogyakarta,P4087,BRAND_W,2,800000,1600000
804,1613485,2019-02-01,15680,Jakarta Selatan,DKI Jakarta,P0255,BRAND_A,8,604000,4832000
805,1613344,2019-02-01,17341,Jakarta Utara,DKI Jakarta,P0123,BRAND_A,1,590000,590000
806,1613614,2019-02-01,12748,Jakarta Utara,DKI Jakarta,P1727,BRAND_H,1,450000,450000
807,1613467,2019-02-01,13523,Bandung,Jawa Barat,P2935,BRAND_R,4,1500000,6000000
810,1613056,2019-02-01,18077,Jakarta Selatan,DKI Jakarta,P0881,BRAND_C,6,904000,5424000
811,1613077,2019-02-01,14796,Yogyakarta,Yogyakarta,P0817,BRAND_C,4,520000,2080000
812,1613344,2019-02-01,17341,Jakarta Utara,DKI Jakarta,P1800,BRAND_H,1,1640000,1640000
813,1613614,2019-02-01,12748,Jakarta Utara,DKI Jakarta,P0314,BRAND_B,10,159000,1590000
815,1613866,2019-03-01,16782,Jakarta Timur,DKI Jakarta,P2895,BRAND_R,2,1325000,2650000
817,1614043,2019-03-01,14440,Jakarta Pusat,DKI Jakarta,P1780,BRAND_H,12,2095000,25140000
818,1614121,2019-03-01,16520,Yogyakarta,Yogyakarta,P2763,BRAND_P,3,590000,1770000
820,1614172,2019-03-01,13102,Bogor,Jawa Barat,P0166,BRAND_A,8,1325000,10600000
823,1614469,2019-03-01,15555,Depok,Jawa Barat,P1656,BRAND_G,6,1325000,7950000
824,1614208,2019-03-01,16795,Jakarta Selatan,DKI Jakarta,P0803,BRAND_C,3,310000,930000
825,1614259,2019-03-01,12872,Malang,Jawa Timur,P3021,BRAND_R,2,590000,1180000
826,1614121,2019-03-01,16520,Yogyakarta,Yogyakarta,P4073,BRAND_W,6,310000,1860000
827,1614169,2019-03-01,17198,Bogor,Jawa Barat,P0548,BRAND_B,12,450000,5400000
828,1614511,2019-03-01,13969,Surakarta,Jawa Tengah,P0167,BRAND_A,1,1325000,1325000
829,1614514,2019-03-01,17530,Jakarta Selatan,DKI Jakarta,P0074,BRAND_A,1,12595000,12595000
831,1614436,2019-03-01,15211,Jakarta Pusat,DKI Jakarta,P1677,BRAND_H,2,2095000,4190000
832,1614292,2019-03-01,15192,Jakarta Pusat,DKI Jakarta,P0362,BRAND_B,4,1325000,5300000
833,1614160,2019-03-01,15856,Jakarta Utara,DKI Jakarta,P1800,BRAND_H,36,1500000,54000000
834,1614193,2019-03-01,15271,Jakarta Selatan,DKI Jakarta,P1924,BRAND_K,6,240000,1440000
838,1614205,2019-03-01,17978,Jakarta Selatan,DKI Jakarta,P3611,BRAND_S,12,1045000,12540000
839,1613668,2019-03-01,13319,Yogyakarta,Yogyakarta,P2946,BRAND_R,4,2795000,11180000
842,1614106,2019-03-01,16065,Yogyakarta,Yogyakarta,P0825,BRAND_C,4,450000,1800000
843,1614235,2019-03-01,16255,Bogor,Jawa Barat,P3531,BRAND_S,22,310000,6820000
844,1614121,2019-03-01,16520,Yogyakarta,Yogyakarta,P1679,BRAND_H,6,747000,4482000
845,1613656,2019-03-01,12942,Depok,Jawa Barat,P0931,BRAND_C,4,1395000,5580000
846,1614292,2019-03-01,15192,Jakarta Pusat,DKI Jakarta,P2667,BRAND_P,6,1920000,11520000
850,1614514,2019-03-01,17530,Jakarta Selatan,DKI Jakarta,P3494,BRAND_S,5,240000,1200000
851,1614259,2019-03-01,12872,Malang,Jawa Timur,P3729,BRAND_T,6,1045000,6270000
853,1614466,2019-03-01,16907,Yogyakarta,Yogyakarta,P1792,BRAND_H,1,1045000,1045000
854,1614499,2019-03-01,17965,Jakarta Utara,DKI Jakarta,P1656,BRAND_G,1,1325000,1325000
856,1614436,2019-03-01,15211,Jakarta Pusat,DKI Jakarta,P2377,BRAND_O,2,2987000,5974000
858,1614106,2019-03-01,16065,Yogyakarta,Yogyakarta,P1737,BRAND_H,4,590000,2360000
859,1613656,2019-03-01,12942,Depok,Jawa Barat,P0517,BRAND_B,8,450000,3600000
861,1614043,2019-03-01,14440,Jakarta Pusat,DKI Jakarta,P2354,BRAND_O,12,1500000,18000000
862,1614169,2019-03-01,17198,Bogor,Jawa Barat,P2837,BRAND_P,4,4475000,17900000
863,1614514,2019-03-01,17530,Jakarta Selatan,DKI Jakarta,P0833,BRAND_C,1,904000,904000
864,1614160,2019-03-01,15856,Jakarta Utara,DKI Jakarta,P2995,BRAND_R,15,159000,2385000
869,1614046,2019-03-01,13240,Jakarta Pusat,DKI Jakarta,P3101,BRAND_S,6,450000,2700000
870,1614466,2019-03-01,16907,Yogyakarta,Yogyakarta,P0462,BRAND_B,1,1745000,1745000
873,1614208,2019-03-01,16795,Jakarta Selatan,DKI Jakarta,P1307,BRAND_F,1,1325000,1325000
875,1614190,2019-03-01,18102,Yogyakarta,Yogyakarta,P3820,BRAND_U,96,6991000,671136000
877,1614229,2019-03-01,15311,Bogor,Jawa Barat,P3830,BRAND_V,1,2095000,2095000
879,1614466,2019-03-01,16907,Yogyakarta,Yogyakarta,P4179,BRAND_Y,2,604000,1208000
880,1614202,2019-03-01,15288,Depok,Jawa Barat,P0766,BRAND_C,6,590000,3540000
888,1614205,2019-03-01,17978,Jakarta Selatan,DKI Jakarta,P3512,BRAND_S,12,1045000,12540000
893,1614232,2019-03-01,14667,Jakarta Selatan,DKI Jakarta,P1307,BRAND_F,1,1325000,1325000
895,1613668,2019-03-01,13319,Yogyakarta,Yogyakarta,P0784,BRAND_C,4,1745000,6980000
896,1614208,2019-03-01,16795,Jakarta Selatan,DKI Jakarta,P0203,BRAND_A,6,159000,954000
897,1614106,2019-03-01,16065,Yogyakarta,Yogyakarta,P1314,BRAND_F,2,310000,620000
899,1613656,2019-03-01,12942,Depok,Jawa Barat,P2302,BRAND_N,6,1045000,6270000
900,1614106,2019-03-01,16065,Yogyakarta,Yogyakarta,P2171,BRAND_M,1,604000,604000
901,1614121,2019-03-01,16520,Yogyakarta,Yogyakarta,P1904,BRAND_J,1,695000,695000
903,1614490,2019-03-01,17841,Jakarta Utara,DKI Jakarta,P3830,BRAND_V,8,2095000,16760000
906,1614160,2019-03-01,15856,Jakarta Utara,DKI Jakarta,P3121,BRAND_S,40,450000,18000000
910,1614499,2019-03-01,17965,Jakarta Utara,DKI Jakarta,P2880,BRAND_R,5,450000,2250000
912,1614121,2019-03-01,16520,Yogyakarta,Yogyakarta,P3907,BRAND_V,2,310000,620000
914,1614469,2019-03-01,15555,Depok,Jawa Barat,P1414,BRAND_F,8,747000,5976000
918,1614259,2019-03-01,12872,Malang,Jawa Timur,P2489,BRAND_P,8,1045000,8360000
919,1614208,2019-03-01,16795,Jakarta Selatan,DKI Jakarta,P1741,BRAND_H,3,1045000,3135000
921,1614202,2019-03-01,15288,Depok,Jawa Barat,P2327,BRAND_N,2,2095000,4190000
922,1614121,2019-03-01,16520,Yogyakarta,Yogyakarta,P1914,BRAND_J,1,695000,695000
925,1614202,2019-03-01,15288,Depok,Jawa Barat,P0582,BRAND_B,1,1745000,1745000
926,1614229,2019-03-01,15311,Bogor,Jawa Barat,P2445,BRAND_P,3,205000,615000
927,1613695,2019-03-01,17377,Jakarta Pusat,DKI Jakarta,P0132,BRAND_A,1,205000,205000
930,1614169,2019-03-01,17198,Bogor,Jawa Barat,P0528,BRAND_B,1,747000,747000
933,1614283,2019-03-01,13117,Jakarta Utara,DKI Jakarta,P3002,BRAND_R,12,604000,7248000
935,1614466,2019-03-01,16907,Yogyakarta,Yogyakarta,P1939,BRAND_K,2,205000,410000
937,1614349,2019-03-01,13327,Surabaya,Jawa Timur,P0784,BRAND_C,12,1745000,20940000
938,1614490,2019-03-01,17841,Jakarta Utara,DKI Jakarta,P0941,BRAND_C,1,2095000,2095000
939,1614259,2019-03-01,12872,Malang,Jawa Timur,P1780,BRAND_H,2,2095000,4190000
940,1614436,2019-03-01,15211,Jakarta Pusat,DKI Jakarta,P3840,BRAND_V,12,1045000,12540000
944,1614031,2019-03-01,17526,Yogyakarta,Yogyakarta,P0631,BRAND_C,12,3844000,46128000
948,1614208,2019-03-01,16795,Jakarta Selatan,DKI Jakarta,P4050,BRAND_W,2,695000,1390000
950,1614232,2019-03-01,14667,Jakarta Selatan,DKI Jakarta,P2925,BRAND_R,1,1150000,1150000
956,1614154,2019-03-01,18041,Bekasi,Jawa Barat,P0813,BRAND_C,12,310000,3720000
959,1613695,2019-03-01,17377,Jakarta Pusat,DKI Jakarta,P0010,BRAND_S,10,1045000,10450000
960,1613659,2019-03-01,15660,Jakarta Selatan,DKI Jakarta,P1114,BRAND_D,2,2795000,5590000
961,1614454,2019-03-01,16163,Bandung,Jawa Barat,P0490,BRAND_B,3,1920000,5760000
962,1614232,2019-03-01,14667,Jakarta Selatan,DKI Jakarta,P0509,BRAND_B,7,590000,4130000
963,1614220,2019-03-01,17816,Jakarta Pusat,DKI Jakarta,P3508,BRAND_S,2,100000,200000
965,1614259,2019-03-01,12872,Malang,Jawa Timur,P3912,BRAND_V,1,3494000,3494000
971,1613701,2019-03-01,15983,Depok,Jawa Barat,P1734,BRAND_H,24,450000,10800000
972,1614379,2019-03-01,17838,Yogyakarta,Yogyakarta,P2807,BRAND_P,12,450000,5400000
973,1614031,2019-03-01,17526,Yogyakarta,Yogyakarta,P4017,BRAND_W,4,1325000,5300000
975,1613866,2019-03-01,16782,Jakarta Timur,DKI Jakarta,P2968,BRAND_R,2,4475000,8950000
976,1614349,2019-03-01,13327,Surabaya,Jawa Timur,P0791,BRAND_C,12,1745000,20940000
977,1614154,2019-03-01,18041,Bekasi,Jawa Barat,P3003,BRAND_R,5,695000,3475000
978,1613644,2019-03-01,15513,Jakarta Pusat,DKI Jakarta,P2390,BRAND_O,24,1745000,41880000
982,1614490,2019-03-01,17841,Jakarta Utara,DKI Jakarta,P1423,BRAND_F,1,450000,450000
983,1614376,2019-03-01,18225,Surakarta,Jawa Tengah,P3371,BRAND_S,4,1325000,5300000
984,1613890,2019-03-01,13369,Jakarta Timur,DKI Jakarta,P0257,BRAND_A,12,450000,5400000
986,1614046,2019-03-01,13240,Jakarta Pusat,DKI Jakarta,P1560,BRAND_G,3,1745000,5235000
988,1614262,2019-03-01,17339,Jakarta Selatan,DKI Jakarta,P4025,BRAND_W,4,1325000,5300000
990,1614469,2019-03-01,15555,Depok,Jawa Barat,P1318,BRAND_F,2,1325000,2650000
991,1614514,2019-03-01,17530,Jakarta Selatan,DKI Jakarta,P1616,BRAND_G,1,1325000,1325000
996,1614112,2019-03-01,17430,Jakarta Selatan,DKI Jakarta,P0887,BRAND_C,12,1150000,13800000
998,1613866,2019-03-01,16782,Jakarta Timur,DKI Jakarta,P2900,BRAND_R,2,1045000,2090000
1000,1614241,2019-03-01,17646,Yogyakarta,Yogyakarta,P1867,BRAND_J,12,520000,6240000
1002,1614469,2019-03-01,15555,Depok,Jawa Barat,P1308,BRAND_F,3,1045000,3135000
1003,1614169,2019-03-01,17198,Bogor,Jawa Barat,P3011,BRAND_R,1,747000,747000
1004,1614106,2019-03-01,16065,Yogyakarta,Yogyakarta,P2445,BRAND_P,1,205000,205000
1005,1614121,2019-03-01,16520,Yogyakarta,Yogyakarta,P1906,BRAND_J,2,695000,1390000
1008,1613695,2019-03-01,17377,Jakarta Pusat,DKI Jakarta,P0128,BRAND_A,1,205000,205000
1011,1614514,2019-03-01,17530,Jakarta Selatan,DKI Jakarta,P0754,BRAND_C,1,747000,747000
1013,1614160,2019-03-01,15856,Jakarta Utara,DKI Jakarta,P2923,BRAND_R,4,3844000,15376000
1015,1614097,2019-03-01,14479,Surabaya,Jawa Timur,P2883,BRAND_R,5,1045000,5225000
1017,1613641,2019-03-01,12963,Jakarta Utara,DKI Jakarta,P0071,BRAND_A,12,695000,8340000
1018,1614169,2019-03-01,17198,Bogor,Jawa Barat,P0454,BRAND_B,2,450000,900000
1020,1614514,2019-03-01,17530,Jakarta Selatan,DKI Jakarta,P1311,BRAND_F,2,1045000,2090000
1023,1614322,2019-03-01,12826,Jakarta Pusat,DKI Jakarta,P0085,BRAND_A,16,450000,7200000
1025,1613866,2019-03-01,16782,Jakarta Timur,DKI Jakarta,P0694,BRAND_C,1,904000,904000
1026,1614121,2019-03-01,16520,Yogyakarta,Yogyakarta,P0967,BRAND_C,1,695000,695000
1027,1614505,2019-03-01,14702,Jakarta Selatan,DKI Jakarta,P2489,BRAND_P,13,1045000,13585000
1028,1614514,2019-03-01,17530,Jakarta Selatan,DKI Jakarta,P1614,BRAND_G,2,590000,1180000
1029,1614160,2019-03-01,15856,Jakarta Utara,DKI Jakarta,P3507,BRAND_S,16,450000,7200000
1031,1614259,2019-03-01,12872,Malang,Jawa Timur,P2259,BRAND_M,3,450000,1350000
1033,1614259,2019-03-01,12872,Malang,Jawa Timur,P1678,BRAND_H,3,747000,2241000
1034,1614511,2019-03-01,13969,Surakarta,Jawa Tengah,P0169,BRAND_A,1,1325000,1325000
1037,1614490,2019-03-01,17841,Jakarta Utara,DKI Jakarta,P4025,BRAND_W,1,1325000,1325000
1038,1613665,2019-03-01,15358,Surakarta,Jawa Tengah,P2794,BRAND_P,6,747000,4482000
1039,1614154,2019-03-01,18041,Bekasi,Jawa Barat,P2104,BRAND_L,2,695000,1390000
1048,1614508,2019-03-01,13230,Jakarta Pusat,DKI Jakarta,P1733,BRAND_H,2,310000,620000
1049,1614313,2019-03-01,17950,Malang,Jawa Timur,P0091,BRAND_A,5,310000,1550000
1050,1613668,2019-03-01,13319,Yogyakarta,Yogyakarta,P0167,BRAND_A,8,1325000,10600000
1051,1614490,2019-03-01,17841,Jakarta Utara,DKI Jakarta,P2736,BRAND_P,1,450000,450000
1053,1614106,2019-03-01,16065,Yogyakarta,Yogyakarta,P2161,BRAND_M,6,695000,4170000
1055,1614106,2019-03-01,16065,Yogyakarta,Yogyakarta,P0505,BRAND_B,4,1045000,4180000
1058,1614490,2019-03-01,17841,Jakarta Utara,DKI Jakarta,P2964,BRAND_R,2,1325000,2650000
1060,1613695,2019-03-01,17377,Jakarta Pusat,DKI Jakarta,P3697,BRAND_T,1,904000,904000
1061,1614259,2019-03-01,12872,Malang,Jawa Timur,P0126,BRAND_A,9,205000,1845000
1064,1614022,2019-03-01,14355,Purwokerto,Jawa Tengah,P1299,BRAND_F,12,310000,3720000
1065,1614208,2019-03-01,16795,Jakarta Selatan,DKI Jakarta,P3020,BRAND_R,1,590000,590000
1066,1614202,2019-03-01,15288,Depok,Jawa Barat,P2494,BRAND_P,1,1045000,1045000
1067,1614232,2019-03-01,14667,Jakarta Selatan,DKI Jakarta,P2276,BRAND_M,2,1325000,2650000
1068,1614121,2019-03-01,16520,Yogyakarta,Yogyakarta,P0687,BRAND_C,1,1325000,1325000
1070,1614154,2019-03-01,18041,Bekasi,Jawa Barat,P3345,BRAND_S,1,520000,520000
1072,1614208,2019-03-01,16795,Jakarta Selatan,DKI Jakarta,P0201,BRAND_A,6,159000,954000
1074,1614160,2019-03-01,15856,Jakarta Utara,DKI Jakarta,P1712,BRAND_H,96,520000,49920000
1075,1613653,2019-03-01,15694,Jakarta Pusat,DKI Jakarta,P2868,BRAND_R,12,904000,10848000
1076,1614121,2019-03-01,16520,Yogyakarta,Yogyakarta,P2755,BRAND_P,2,1325000,2650000
1077,1614505,2019-03-01,14702,Jakarta Selatan,DKI Jakarta,P0797,BRAND_C,6,747000,4482000
1081,1614121,2019-03-01,16520,Yogyakarta,Yogyakarta,P2883,BRAND_R,5,1045000,5225000
1083,1613665,2019-03-01,15358,Surakarta,Jawa Tengah,P2492,BRAND_P,6,1045000,6270000
1085,1614106,2019-03-01,16065,Yogyakarta,Yogyakarta,P3527,BRAND_S,1,310000,310000
1087,1614106,2019-03-01,16065,Yogyakarta,Yogyakarta,P1914,BRAND_J,1,695000,695000
1088,1613866,2019-03-01,16782,Jakarta Timur,DKI Jakarta,P3745,BRAND_T,1,747000,747000
